,Player,Team,Pos,RushingAtt,RushingYds,RushingTD,Receptions,ReceivingYds,ReceivingTD,FL,PassingAtt,PassingCmp,PassingYds,PassingTD,TotalInt,TotalSacks,Int,FumblesRecovered,FumblesForced,DefensiveTDs,SafetysForced,PointsAllowed,YardsAgainst,FieldGoalsMade,FieldGoalsAttempted,ExtraPointsMade
373,Shi Smith,CAR,WR,0.0,0.0,0.0,3.3,40.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
374,Tyron Johnson,LV,WR,0.0,0.0,0.0,3.0,38.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,Devin Funchess,DET,WR,0.0,0.0,0.0,3.0,39.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376,Dax Milne,WAS,WR,0.0,0.0,0.0,3.3,38.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,Dennis Houston,DAL,WR,0.0,0.0,0.0,5.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
378,Dante Pettis,CHI,WR,0.0,0.0,0.0,2.9,40.9,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379,Steven Sims Jr.,PIT,WR,0.0,0.0,0.0,3.7,38.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380,Denzel Mims,NYJ,WR,0.0,0.0,0.0,3.0,37.9,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
381,Andy Isabella,ARI,WR,0.0,0.0,0.0,3.0,36.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382,KeeSean Johnson,ATL,WR,0.0,0.0,0.0,3.0,31.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383,Keelan Doss,NYG,WR,0.0,0.0,0.0,3.6,39.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384,Scotty Miller,TB,WR,0.0,0.0,0.0,2.8,35.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385,David Sills V,NYG,WR,0.0,0.0,0.0,3.5,38.9,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,Isaiah Coulter,CHI,WR,0.0,0.0,0.0,3.0,38.9,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387,Jason Moore Jr.,LAC,WR,0.0,0.0,0.0,2.8,34.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388,Travis Fulgham,GB,WR,0.0,0.0,0.0,2.6,31.8,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389,Cameron Batson,ATL,WR,0.0,0.0,0.0,3.2,35.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390,Cody Thompson,SEA,WR,0.0,0.0,0.0,3.2,34.9,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
391,Gunner Olszewski,PIT,WR,0.0,0.0,0.0,2.4,29.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392,Josh Gordon,KC,WR,0.0,0.0,0.0,1.7,26.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393,Joe Reed,LAC,WR,0.0,0.0,0.0,1.4,28.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
394,Brandon Powell,LAR,WR,0.0,0.0,0.0,1.8,20.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,Tre Nixon,NE,WR,0.0,0.0,0.0,1.7,19.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,Frank Darby,ATL,WR,0.0,0.0,0.0,1.6,18.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,J.J. Arcega-Whiteside,SEA,WR,0.0,0.0,0.0,1.5,17.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
398,Daurice Fountain,KC,WR,0.0,0.0,0.0,1.0,10.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
399,Justin Watson,KC,WR,0.0,0.0,0.0,0.9,10.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,Rico Gafford,GB,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401,Dan Chisena,MIN,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
402,River Cracraft,MIA,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403,Lawrence Cager,NYJ,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404,Deon Cain,PHI,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,Willie Snead IV,SF,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406,Kevin White,NO,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407,Corey Coleman,KC,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,Tom Kennedy,DET,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
409,Isaiah Zuber,LV,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410,Alex Erickson,WAS,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411,Slade Bolden,BAL,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,Tanner Gentry,BUF,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413,John Hightower,PHI,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,0,0,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,0,0,WR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416,Josh Allen,BUF,QB,116.9,662.3,6.9,0.0,0.0,0.0,3.5,607.5,390.2,4406.1,34.6,13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
417,Patrick Mahomes II,KC,QB,66.5,360.0,2.8,0.0,0.0,0.0,2.8,634.6,418.1,4846.7,35.9,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
418,Justin Herbert,LAC,QB,65.1,299.7,3.2,0.0,0.0,0.0,1.4,625.6,415.7,4684.2,33.9,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,Lamar Jackson,BAL,QB,158.6,956.7,4.9,0.0,0.0,0.0,3.5,520.2,336.5,3731.5,24.5,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,Kyler Murray,ARI,QB,107.3,552.6,5.5,0.0,0.0,0.0,2.3,571.7,384.8,4263.8,27.3,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421,Jalen Hurts,PHI,QB,144.7,772.8,7.9,0.0,0.0,0.0,2.9,495.1,307.3,3645.3,24.4,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
422,Tom Brady,TB,QB,27.9,45.9,1.7,0.0,0.0,0.0,2.4,652.9,433.9,4846.0,36.3,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,Dak Prescott,DAL,QB,55.3,228.9,2.9,0.0,0.0,0.0,4.1,593.8,399.4,4560.0,32.7,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424,Joe Burrow,CIN,QB,46.6,187.4,2.2,0.0,0.0,0.0,1.8,570.0,386.5,4574.1,31.3,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,Aaron Rodgers,GB,QB,38.7,136.2,1.8,0.0,0.0,0.0,1.6,559.6,377.5,4331.6,32.6,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426,Matthew Stafford,LAR,QB,33.3,99.3,1.2,0.0,0.0,0.0,2.4,587.0,392.3,4588.5,33.6,14.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427,Trey Lance,SF,QB,125.9,643.3,5.2,0.0,0.0,0.0,2.6,469.0,295.0,3563.4,23.8,12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428,Russell Wilson,DEN,QB,62.7,279.1,2.1,0.0,0.0,0.0,2.3,540.7,356.4,4111.1,29.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,Kirk Cousins,MIN,QB,29.2,107.1,1.1,0.0,0.0,0.0,2.9,574.1,379.2,4347.9,31.2,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430,Derek Carr,LV,QB,38.7,131.1,1.2,0.0,0.0,0.0,3.6,597.2,399.4,4498.9,28.9,12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431,Tua Tagovailoa,MIA,QB,55.0,205.6,2.8,0.0,0.0,0.0,2.4,574.8,379.3,4029.5,25.6,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,Ryan Tannehill,TEN,QB,55.0,253.8,3.9,0.0,0.0,0.0,2.6,516.5,340.7,3753.5,24.2,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433,Trevor Lawrence,JAC,QB,71.0,330.4,2.4,0.0,0.0,0.0,3.0,585.2,370.1,3940.8,22.5,13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
434,Justin Fields,CHI,QB,107.3,593.3,3.7,0.0,0.0,0.0,5.0,504.9,311.9,3467.6,18.6,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435,Daniel Jones,NYG,QB,81.4,424.7,2.7,0.0,0.0,0.0,4.7,537.8,337.0,3616.3,20.6,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436,Matt Ryan,IND,QB,34.4,121.1,1.4,0.0,0.0,0.0,3.6,539.2,352.7,3937.7,25.9,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437,Mac Jones,NE,QB,41.8,156.4,0.9,0.0,0.0,0.0,2.8,543.9,359.0,3941.5,24.9,13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438,Jameis Winston,NO,QB,53.8,273.8,1.7,0.0,0.0,0.0,2.8,486.5,305.0,3503.5,24.7,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439,Carson Wentz,WAS,QB,57.4,240.1,1.8,0.0,0.0,0.0,3.9,538.2,343.2,3694.5,22.4,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440,Jared Goff,DET,QB,31.7,80.2,1.0,0.0,0.0,0.0,3.8,565.6,371.4,3906.0,24.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441,Baker Mayfield,CAR,QB,44.7,166.0,1.5,0.0,0.0,0.0,2.5,551.1,345.3,3736.8,21.5,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442,Zach Wilson,NYJ,QB,43.1,221.0,2.4,0.0,0.0,0.0,1.8,537.9,326.7,3453.5,20.7,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,Davis Mills,HOU,QB,34.2,110.8,0.8,0.0,0.0,0.0,1.9,538.0,351.2,3775.5,20.6,14.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444,Marcus Mariota,ATL,QB,54.6,328.9,2.4,0.0,0.0,0.0,1.2,420.2,263.9,2900.7,15.7,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
445,Mitch Trubisky,PIT,QB,42.0,208.6,1.8,0.0,0.0,0.0,1.3,404.0,258.1,2618.3,15.5,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
446,Jacoby Brissett,CLE,QB,26.0,107.2,1.2,0.0,0.0,0.0,2.5,332.1,207.8,2313.6,13.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447,Drew Lock,SEA,QB,30.7,106.6,1.2,0.0,0.0,0.0,1.6,340.4,210.8,2016.2,11.6,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
448,Deshaun Watson,CLE,QB,35.1,186.7,1.8,0.0,0.0,0.0,1.0,190.1,128.6,1522.9,10.1,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
449,Geno Smith,SEA,QB,15.8,85.8,0.8,0.0,0.0,0.0,1.5,192.8,121.8,1770.0,10.3,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450,Kenny Pickett,PIT,QB,19.7,87.1,0.7,0.0,0.0,0.0,1.3,227.4,140.0,1560.8,9.2,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451,Desmond Ridder,ATL,QB,22.7,99.8,0.8,0.0,0.0,0.0,0.8,172.0,105.6,1190.2,6.2,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
452,Andy Dalton,NO,QB,3.9,13.6,0.1,0.0,0.0,0.0,0.2,57.8,36.3,408.9,2.9,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
453,Joe Flacco,NYJ,QB,1.8,7.3,0.1,0.0,0.0,0.0,0.6,50.2,31.1,441.0,2.6,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
454,Sam Darnold,CAR,QB,1.2,16.5,0.2,0.0,0.0,0.0,0.3,29.6,18.2,345.0,1.7,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
455,Mason Rudolph,PIT,QB,1.3,5.0,0.0,0.0,0.0,0.0,0.0,46.0,28.3,320.7,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
456,Tyrod Taylor,NYG,QB,4.3,25.1,0.1,0.0,0.0,0.0,0.3,43.0,26.2,290.0,1.7,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
457,Taysom Hill,NO,QB,21.7,99.7,0.9,0.0,0.0,0.0,0.0,11.0,7.2,77.9,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
458,Tyler Huntley,BAL,QB,6.4,34.7,0.2,0.0,0.0,0.0,0.2,31.1,20.3,238.3,1.6,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
459,Jimmy Garoppolo,SF,QB,1.5,5.0,0.0,0.0,0.0,0.0,0.0,31.8,20.3,262.4,1.6,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,Joshua Dobbs,CLE,QB,3.8,25.4,0.2,0.0,0.0,0.0,0.1,26.6,17.3,232.5,1.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461,Trevor Siemian,CHI,QB,2.5,7.1,0.0,0.0,0.0,0.0,0.1,33.9,20.2,264.3,1.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,Gardner Minshew II,PHI,QB,4.3,16.9,0.1,0.0,0.0,0.0,0.2,30.0,19.2,207.4,1.4,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463,Teddy Bridgewater,MIA,QB,2.1,7.3,0.0,0.0,0.0,0.0,0.1,28.5,18.6,198.7,1.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464,Taylor Heinicke,WAS,QB,2.6,10.4,0.0,0.0,0.0,0.0,0.1,23.9,15.1,173.2,1.3,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465,Malik Willis,TEN,QB,2.0,11.3,0.1,0.0,0.0,0.0,0.1,22.3,13.8,188.7,1.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466,Cooper Rush,DAL,QB,2.1,3.6,0.0,0.0,0.0,0.0,0.1,26.6,16.6,187.3,1.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467,Colt McCoy,ARI,QB,2.8,8.7,0.0,0.0,0.0,0.0,0.2,26.6,17.2,186.0,1.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
468,Josh Johnson,DEN,QB,2.8,10.1,0.1,0.0,0.0,0.0,0.2,19.4,12.7,171.4,1.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469,Jordan Love,GB,QB,2.4,8.5,0.1,0.0,0.0,0.0,0.1,20.7,12.4,174.5,1.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470,Kyle Allen,HOU,QB,1.6,6.2,0.1,0.0,0.0,0.0,0.8,27.3,17.2,188.1,1.1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
471,Brian Hoyer,NE,QB,1.6,1.9,0.1,0.0,0.0,0.0,0.1,21.5,13.4,169.3,1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
472,Blaine Gabbert,TB,QB,1.1,3.1,0.1,0.0,0.0,0.0,0.2,19.2,12.1,160.3,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
473,C.J. Beathard,JAC,QB,1.5,6.2,0.0,0.0,0.0,0.0,0.7,23.6,14.7,162.5,1.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474,Kyle Trask,TB,QB,1.0,3.0,0.0,0.0,0.0,0.0,0.0,22.0,13.0,136.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475,Case Keenum,BUF,QB,1.2,4.6,0.0,0.0,0.0,0.0,0.1,19.2,12.2,136.9,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476,Jarrett Stidham,LV,QB,2.1,5.4,0.0,0.0,0.0,0.0,0.1,20.7,13.6,147.0,0.9,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
477,Sean Mannion,MIN,QB,1.6,6.1,0.0,0.0,0.0,0.0,0.2,19.0,11.3,127.8,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
478,John Wolford,LAR,QB,2.0,8.4,0.0,0.0,0.0,0.0,0.1,19.2,11.9,134.9,0.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
479,Nick Foles,IND,QB,1.6,7.0,0.0,0.0,0.0,0.0,0.1,17.3,11.1,121.7,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480,Tim Boyle,DET,QB,1.4,5.4,0.0,0.0,0.0,0.0,0.1,21.1,13.0,138.3,0.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
481,Brandon Allen,CIN,QB,1.4,5.7,0.0,0.0,0.0,0.0,0.1,17.4,11.0,125.9,0.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
482,Brett Rypien,DEN,QB,1.0,2.7,0.0,0.0,0.0,0.0,0.0,15.3,9.3,107.3,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483,Chase Daniel,LAC,QB,1.5,4.6,0.0,0.0,0.0,0.0,0.2,18.5,11.4,125.8,0.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484,Sam Howell,WAS,QB,2.0,8.8,0.1,0.0,0.0,0.0,0.1,16.4,10.0,108.8,0.7,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485,Chad Henne,KC,QB,1.8,4.3,0.0,0.0,0.0,0.0,0.2,15.9,10.1,113.1,0.9,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
486,Nate Sudfeld,SF,QB,1.8,7.2,0.1,0.0,0.0,0.0,0.3,14.5,9.1,100.1,0.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
487,Nick Mullens,MIN,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,8.0,95.0,0.7,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488,Mike White,NYJ,QB,2.0,1.5,0.0,0.0,0.0,0.0,0.0,11.0,6.5,73.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
489,Kellen Mond,MIN,QB,0.5,2.0,0.0,0.0,0.0,0.0,0.0,10.0,5.5,53.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
490,Nathan Peterman,CHI,QB,2.0,9.0,0.0,0.0,0.0,0.0,0.0,7.5,4.0,45.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
491,Logan Woodside,TEN,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
492,Feleipe Franks,ATL,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
493,Will Grier,DAL,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
494,Ian Book,NO,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
495,Easton Stick,LAC,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
496,Matt Barkley,BUF,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
497,Ryan Griffin,TB,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
498,David Blough,DET,QB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
